prefecture-level city,Prefecture level city code,year,province,Local general public budget expenditures_Ten thousand yuan_Citywide,Education expenditure_Ten thousand yuan_Citywide,education level spending
Xinzhou City,140900,2018,Shanxi Province,3137790,514854,0.16408173
Xinzhou City,140900,2019,Shanxi Province,3710149,524577,0.14138974
Xinzhou City,140900,2020,Shanxi Province,4048335,497989,0.12301082
Xinzhou City,140900,2021,Shanxi Province,3935489,503281,0.12788271
Linfen City,141000,2003,Shanxi Province,319894,64011,0.20010066
Linfen City,141000,2004,Shanxi Province,439168,78168,0.17799111
Linfen City,141000,2005,Shanxi Province,572657,93493,0.16326178
Linfen City,141000,2006,Shanxi Province,738868,110035,0.14892376
Linfen City,141000,2007,Shanxi Province,904763,173253,0.19148993
Linfen City,141000,2008,Shanxi Province,1094202,213192,0.19483788
Linfen City,141000,2009,Shanxi Province,1310754,249954,0.19069482
Linfen City,141000,2010,Shanxi Province,1597644,305003,0.19090799
Linfen City,141000,2011,Shanxi Province,1871259,360848,0.19283702
Linfen City,141000,2012,Shanxi Province,2226858,468120,0.21021547
Linfen City,141000,2013,Shanxi Province,2652646,436692,0.16462506
Linfen City,141000,2014,Shanxi Province,2830807,416684,0.14719619
Linfen City,141000,2015,Shanxi Province,2875251,515273,0.17920975
Linfen City,141000,2016,Shanxi Province,3109586,513263,0.16505831
Linfen City,141000,2017,Shanxi Province,3343427,516267,0.15441252
Linfen City,141000,2018,Shanxi Province,3859235,549494,0.14238418
Linfen City,141000,2019,Shanxi Province,4112039,584573,0.14216135
Linfen City,141000,2020,Shanxi Province,4393625,591770,0.13468833
Linfen City,141000,2021,Shanxi Province,4118735,593964,0.1442103
Luliang City,141100,2003,Shanxi Province,262233,66482,0.25352263
Luliang City,141100,2004,Shanxi Province,346390,81987,0.23668986
Luliang City,141100,2005,Shanxi Province,452742,103737,0.2291305
Luliang City,141100,2006,Shanxi Province,577538,126338,0.21875271
Luliang City,141100,2007,Shanxi Province,754600,186591,0.2472714
Luliang City,141100,2008,Shanxi Province,1013922,248081,0.24467464
Luliang City,141100,2009,Shanxi Province,1217730,283856,0.23310258
Luliang City,141100,2010,Shanxi Province,1510013,335183,0.22197359
Luliang City,141100,2011,Shanxi Province,1897561,428503,0.22581777
Luliang City,141100,2012,Shanxi Province,2464733,608344,0.24681943
Luliang City,141100,2013,Shanxi Province,2922924,616219,0.21082279
Luliang City,141100,2014,Shanxi Province,2638085,525220,0.19909139
Luliang City,141100,2015,Shanxi Province,2740137,598227,0.21832011
Luliang City,141100,2016,Shanxi Province,2758512,599429,0.21730157
Luliang City,141100,2017,Shanxi Province,3153750,644344,0.20431042
Luliang City,141100,2018,Shanxi Province,4098472,731960,0.17859339
Luliang City,141100,2019,Shanxi Province,4306614,729461,0.16938156
Luliang City,141100,2020,Shanxi Province,4611397,703902,0.15264398
Luliang City,141100,2021,Shanxi Province,4066994,713090,0.17533589
Hohhot City,150100,2003,Neimenggu Province,420219,53306,0.1268529
Hohhot City,150100,2004,Neimenggu Province,528185,67072,0.12698581
Hohhot City,150100,2005,Neimenggu Province,609589,77296,0.12680019
Hohhot City,150100,2006,Neimenggu Province,754985,89585,0.11865799
Hohhot City,150100,2007,Neimenggu Province,1005133,148773,0.14801325
Hohhot City,150100,2008,Neimenggu Province,1331795,181912,0.13659159
Hohhot City,150100,2009,Neimenggu Province,1651584,221858,0.13433044
Hohhot City,150100,2010,Neimenggu Province,1772800,274673,0.15493739
Hohhot City,150100,2011,Neimenggu Province,2556680,316949,0.12396898
Hohhot City,150100,2012,Neimenggu Province,2753195,342607,0.12443979
Hohhot City,150100,2013,Neimenggu Province,2948353,374967,0.12717846
Hohhot City,150100,2014,Neimenggu Province,3109084,385566,0.12401273
Hohhot City,150100,2015,Neimenggu Province,3606450,492723,0.13662272
Hohhot City,150100,2016,Neimenggu Province,4199738,527952,0.1257107
Hohhot City,150100,2017,Neimenggu Province,4030357,535916,0.13296986
Hohhot City,150100,2018,Neimenggu Province,3567396,510864,0.14320361
Hohhot City,150100,2019,Neimenggu Province,4179245,501030,0.11988529
Hohhot City,150100,2020,Neimenggu Province,4385688,590931,0.13474077
Hohhot City,150100,2021,Neimenggu Province,4207504,461312,0.1096403
Baotou City,150200,2003,Neimenggu Province,457959,44462,0.09708729
Baotou City,150200,2004,Neimenggu Province,609236,56233,0.09230085
Baotou City,150200,2005,Neimenggu Province,754041,72366,0.09597091
Baotou City,150200,2006,Neimenggu Province,979715,96894,0.09890019
Baotou City,150200,2007,Neimenggu Province,1143996,149685,0.13084399
Baotou City,150200,2008,Neimenggu Province,1531681,184248,0.12029137
Baotou City,150200,2009,Neimenggu Province,1955634,239935,0.12268911
Baotou City,150200,2010,Neimenggu Province,2049617,281619,0.13740079
Baotou City,150200,2011,Neimenggu Province,2512724,365274,0.14536973
Baotou City,150200,2012,Neimenggu Province,2911038,403763,0.1387007
Baotou City,150200,2013,Neimenggu Province,3552582,431563,0.12147869
Baotou City,150200,2014,Neimenggu Province,3536905,425674,0.12035212
Baotou City,150200,2015,Neimenggu Province,3932680,500593,0.12729055
Baotou City,150200,2016,Neimenggu Province,4143569,534160,0.12891302
Baotou City,150200,2017,Neimenggu Province,3303194,505189,0.15293955
Baotou City,150200,2018,Neimenggu Province,3645197,545061,0.14952854
Baotou City,150200,2019,Neimenggu Province,3645308,531860,0.14590262
Baotou City,150200,2020,Neimenggu Province,3793266,535498,0.1411707
Baotou City,150200,2021,Neimenggu Province,3356633,549053,0.16357254
Wuhai City,150300,2003,Neimenggu Province,83699,7696,0.09194853
Wuhai City,150300,2004,Neimenggu Province,111653,9423,0.0843954
Wuhai City,150300,2005,Neimenggu Province,138932,11234,0.0808597
Wuhai City,150300,2006,Neimenggu Province,188249,21126,0.1122237
Wuhai City,150300,2007,Neimenggu Province,277200,36700,0.13239538
Wuhai City,150300,2008,Neimenggu Province,314700,45800,0.14553543
Wuhai City,150300,2009,Neimenggu Province,550425,57976,0.10532952
Wuhai City,150300,2010,Neimenggu Province,635412,74172,0.11673056
Wuhai City,150300,2011,Neimenggu Province,781966,82606,0.10563886
Wuhai City,150300,2012,Neimenggu Province,935607,89897,0.09608415
Wuhai City,150300,2013,Neimenggu Province,907362,85753,0.09450804
Wuhai City,150300,2014,Neimenggu Province,947811,99189,0.10465061
Wuhai City,150300,2015,Neimenggu Province,1062908,121031,0.1138678
Wuhai City,150300,2016,Neimenggu Province,1333233,142619,0.1069723
Wuhai City,150300,2017,Neimenggu Province,903911,106873,0.11823399
Wuhai City,150300,2018,Neimenggu Province,1090389,112997,0.10362999
Wuhai City,150300,2019,Neimenggu Province,1029679,123395,0.11983832
Wuhai City,150300,2020,Neimenggu Province,1132168,121360,0.10719257
Wuhai City,150300,2021,Neimenggu Province,1133334,132599,0.11699905
Chifeng City,150400,2003,Neimenggu Province,461677,86710,0.18781529
Chifeng City,150400,2004,Neimenggu Province,593420,113831,0.19182198
Chifeng City,150400,2005,Neimenggu Province,691390,138804,0.20076079
Chifeng City,150400,2006,Neimenggu Province,827184,153755,0.18587763
Chifeng City,150400,2007,Neimenggu Province,1177493,256620,0.2179376
Chifeng City,150400,2008,Neimenggu Province,1525347,321913,0.21104247
Chifeng City,150400,2009,Neimenggu Province,1870653,392512,0.20982619
Chifeng City,150400,2010,Neimenggu Province,2197851,465904,0.21198161
Chifeng City,150400,2011,Neimenggu Province,2721928,583775,0.21447114
Chifeng City,150400,2012,Neimenggu Province,3256223,668023,0.20515272
Chifeng City,150400,2013,Neimenggu Province,3477996,733927,0.21102008
Chifeng City,150400,2014,Neimenggu Province,3604443,718435,0.19931928
Chifeng City,150400,2015,Neimenggu Province,4150346,790760,0.19052869
Chifeng City,150400,2016,Neimenggu Province,4388482,830157,0.18916723
Chifeng City,150400,2017,Neimenggu Province,4625060,872383,0.1886209
Chifeng City,150400,2018,Neimenggu Province,5102175,890257,0.17448578
Chifeng City,150400,2019,Neimenggu Province,5452234,934271,0.17135563
Chifeng City,150400,2020,Neimenggu Province,6144794,914566,0.14883591
Chifeng City,150400,2021,Neimenggu Province,5716663,911846,0.15950669
Tongliao City,150500,2003,Neimenggu Province,316120,52785,0.16697773
Tongliao City,150500,2004,Neimenggu Province,384360,64065,0.16667968
Tongliao City,150500,2005,Neimenggu Province,493522,76921,0.15586134
Tongliao City,150500,2006,Neimenggu Province,625130,95650,0.15300817
Tongliao City,150500,2007,Neimenggu Province,828681,143876,0.17362049
Tongliao City,150500,2008,Neimenggu Province,1208961,207889,0.17195675
Tongliao City,150500,2009,Neimenggu Province,1524310,239650,0.15721868
Tongliao City,150500,2010,Neimenggu Province,1844649,312410,0.16936013
Tongliao City,150500,2011,Neimenggu Province,2135200,344510,0.16134788
Tongliao City,150500,2012,Neimenggu Province,2555593,388113,0.15186808
Tongliao City,150500,2013,Neimenggu Province,2983200,419300,0.14055377
Tongliao City,150500,2014,Neimenggu Province,3182044,433874,0.13635072
Tongliao City,150500,2015,Neimenggu Province,3632000,537300,0.14793502
Tongliao City,150500,2016,Neimenggu Province,3580764,524338,0.14643188
Tongliao City,150500,2017,Neimenggu Province,3169892,519228,0.1637999
Tongliao City,150500,2018,Neimenggu Province,3753581,515796,0.13741438
Tongliao City,150500,2019,Neimenggu Province,3793068,547405,0.14431721
Tongliao City,150500,2020,Neimenggu Province,3859644,538508,0.13952271
Tongliao City,150500,2021,Neimenggu Province,3763465,549893,0.14611349
Ordos City,150600,2003,Neimenggu Province,332584,32705,0.09833606
Ordos City,150600,2004,Neimenggu Province,470364,44745,0.09512845
Ordos City,150600,2005,Neimenggu Province,640179,58006,0.09060903
Ordos City,150600,2006,Neimenggu Province,792445,71052,0.08966174
Ordos City,150600,2007,Neimenggu Province,1181999,148850,0.12593073
Ordos City,150600,2008,Neimenggu Province,1676779,198981,0.11866859
Ordos City,150600,2009,Neimenggu Province,2316345,268642,0.11597668
Ordos City,150600,2010,Neimenggu Province,3187910,438534,0.1375616
Ordos City,150600,2011,Neimenggu Province,4466232,489624,0.10962798
Ordos City,150600,2012,Neimenggu Province,4832535,592291,0.12256321
Ordos City,150600,2013,Neimenggu Province,5186990,584985,0.11277928
Ordos City,150600,2014,Neimenggu Province,5417523,565052,0.1043008
Ordos City,150600,2015,Neimenggu Province,5783920,546996,0.09457185
Ordos City,150600,2016,Neimenggu Province,5616384,567046,0.10096283
Ordos City,150600,2017,Neimenggu Province,4733742,626359,0.13231794
Ordos City,150600,2018,Neimenggu Province,5864781,629157,0.10727715
Ordos City,150600,2019,Neimenggu Province,6266762,743864,0.1186999
Ordos City,150600,2020,Neimenggu Province,6636807,845027,0.12732433
Ordos City,150600,2021,Neimenggu Province,7296491,946432,0.12971057
Hulunbeir,150700,2004,Neimenggu Province,481172,58533,0.12164673
Hulunbeir,150700,2005,Neimenggu Province,566842,72202,0.12737588
Hulunbeir,150700,2006,Neimenggu Province,716170,93134,0.13004454
Hulunbeir,150700,2007,Neimenggu Province,962616,137567,0.14290953
Hulunbeir,150700,2008,Neimenggu Province,1360215,211303,0.15534529
Hulunbeir,150700,2009,Neimenggu Province,1805773,240175,0.13300398
Hulunbeir,150700,2010,Neimenggu Province,2079197,294539,0.14165998
Hulunbeir,150700,2011,Neimenggu Province,2549257,365328,0.14330764
Hulunbeir,150700,2012,Neimenggu Province,2944411,414693,0.14084073
Hulunbeir,150700,2013,Neimenggu Province,3140161,412843,0.13147192
Hulunbeir,150700,2014,Neimenggu Province,3485100,419538,0.12038048
Hulunbeir,150700,2015,Neimenggu Province,3745392,476649,0.12726278
Hulunbeir,150700,2016,Neimenggu Province,4127288,501899,0.12160503
Hulunbeir,150700,2017,Neimenggu Province,4350520,487322,0.11201466
Hulunbeir,150700,2018,Neimenggu Province,4493423,495770,0.11033237
Hulunbeir,150700,2019,Neimenggu Province,4598012,536350,0.11664824
Hulunbeir,150700,2020,Neimenggu Province,4676200,541161,0.11572666
Hulunbeir,150700,2021,Neimenggu Province,4249459,509443,0.1198842
Hailar District,150702,2003,Neimenggu Province,405890,51584,0.12708862
Bayannur City,150800,2003,Neimenggu Province,245720,40065,0.16305144
Bayannur City,150800,2004,Neimenggu Province,288054,48235,0.16745124
Bayannur City,150800,2005,Neimenggu Province,342576,51524,0.15040166
Bayannur City,150800,2006,Neimenggu Province,450770,60347,0.13387537
Bayannur City,150800,2007,Neimenggu Province,597355,79603,0.13325912
Bayannur City,150800,2008,Neimenggu Province,804618,105610,0.13125483
Bayannur City,150800,2009,Neimenggu Province,1054775,133512,0.12657865
Bayannur City,150800,2010,Neimenggu Province,1235282,162573,0.13160801
Bayannur City,150800,2011,Neimenggu Province,1546565,191283,0.12368248
Bayannur City,150800,2012,Neimenggu Province,1828092,198255,0.10844914
Bayannur City,150800,2013,Neimenggu Province,1922926,221460,0.11516824
Bayannur City,150800,2014,Neimenggu Province,1938012,231977,0.11969843
Bayannur City,150800,2015,Neimenggu Province,2294897,282329,0.12302469
Bayannur City,150800,2016,Neimenggu Province,2358775,289949,0.12292355
Bayannur City,150800,2017,Neimenggu Province,2464211,278987,0.11321555
Bayannur City,150800,2018,Neimenggu Province,2667068,280171,0.10504832
Bayannur City,150800,2019,Neimenggu Province,3053865,289486,0.09479332
Bayannur City,150800,2020,Neimenggu Province,3061615,301538,0.09848985
Bayannur City,150800,2021,Neimenggu Province,2690273,295100,0.10969147
Wulanchabu,150900,2003,Neimenggu Province,298575,37948,0.12709704
Wulanchabu,150900,2004,Neimenggu Province,424311,47895,0.11287711
Wulanchabu,150900,2005,Neimenggu Province,443615,55669,0.12548944
Wulanchabu,150900,2006,Neimenggu Province,488618,64066,0.13111674
Wulanchabu,150900,2007,Neimenggu Province,682985,107322,0.15713669
Wulanchabu,150900,2008,Neimenggu Province,905169,152838,0.16885024
Wulanchabu,150900,2009,Neimenggu Province,1139854,157867,0.13849756
Wulanchabu,150900,2010,Neimenggu Province,1400285,178921,0.1277747
Wulanchabu,150900,2011,Neimenggu Province,1863639,233978,0.12554899
Wulanchabu,150900,2012,Neimenggu Province,2337185,301382,0.12895085
Wulanchabu,150900,2013,Neimenggu Province,2512916,306912,0.12213381
Wulanchabu,150900,2014,Neimenggu Province,2971938,352179,0.11850146
Wulanchabu,150900,2015,Neimenggu Province,3184005,363314,0.11410598
Wulanchabu,150900,2016,Neimenggu Province,3031272,383503,0.12651554
Wulanchabu,150900,2017,Neimenggu Province,3181106,387189,0.12171521
Wulanchabu,150900,2018,Neimenggu Province,3498104,387767,0.11085062
Wulanchabu,150900,2019,Neimenggu Province,3712074,368331,0.09922512
Wulanchabu,150900,2020,Neimenggu Province,3876342,410633,0.10593312
Wulanchabu,150900,2021,Neimenggu Province,3779582,406296,0.1074976
Shenyang City,210100,2003,Liaoning Province,1397434,188134,0.13462818
Shenyang City,210100,2004,Liaoning Province,1717058,233209,0.13581894
Shenyang City,210100,2005,Liaoning Province,2170495,277410,0.12780955
Shenyang City,210100,2006,Liaoning Province,2687649,338275,0.12586279
Shenyang City,210100,2007,Liaoning Province,3396754,484603,0.1426665
Shenyang City,210100,2008,Liaoning Province,4067372,598921,0.14725012
Shenyang City,210100,2009,Liaoning Province,4758822,663651,0.13945699
Shenyang City,210100,2010,Liaoning Province,5166242,770606,0.14916181
Shenyang City,210100,2011,Liaoning Province,6392904,958986,0.15000788
Shenyang City,210100,2012,Liaoning Province,7660854,1194323,0.15589946
Shenyang City,210100,2013,Liaoning Province,8812817,1316194,0.14934998
Shenyang City,210100,2014,Liaoning Province,9143712,1174452,0.12844368
Shenyang City,210100,2015,Liaoning Province,8085751,1075909,0.13306235
Shenyang City,210100,2016,Liaoning Province,8253935,1151256,0.13947965
Shenyang City,210100,2017,Liaoning Province,8550151,1144224,0.133825
Shenyang City,210100,2018,Liaoning Province,9654417,1152055,0.11932932
Shenyang City,210100,2019,Liaoning Province,10476460,1184021,0.11301728
Shenyang City,210100,2020,Liaoning Province,10740503,1204395,0.11213581
Shenyang City,210100,2021,Liaoning Province,10323095,1130135,0.10947637
Dalian City,210200,2003,Liaoning Province,1473857,137981,0.09361899
Dalian City,210200,2004,Liaoning Province,1703078,168534,0.09895847
Dalian City,210200,2005,Liaoning Province,2077009,206426,0.09938618
Dalian City,210200,2006,Liaoning Province,2665249,254143,0.09535432
Dalian City,210200,2007,Liaoning Province,3445728,398115,0.11553872
Dalian City,210200,2008,Liaoning Province,4100013,529379,0.12911642
Dalian City,210200,2009,Liaoning Province,4711648,585612,0.12429027
Dalian City,210200,2010,Liaoning Province,6114743,753455,0.12321941
Dalian City,210200,2011,Liaoning Province,7349406,968528,0.13178317
Dalian City,210200,2012,Liaoning Province,8909590,1369604,0.15372245
Dalian City,210200,2013,Liaoning Province,10835360,1222048,0.11278333
Dalian City,210200,2014,Liaoning Province,9894552,1049086,0.10602663
Dalian City,210200,2015,Liaoning Province,9106922,1094058,0.12013477
